date,dining_only_revenue,non_dining_revenue,ppc_spend,meta_spend
11/02/2025,8772.9488,1587467.903,0,0
12/02/2025,5602.076,1530653.253,0,0
13/02/2025,2685.3696,1110351.128,0,0
14/02/2025,2205.2,1274859.849,0,0
15/02/2025,5031.5,2746500.743,0,0
16/02/2025,4624.2624,2606860.874,0,0
17/02/2025,4050.34,1589371.14,0,0
18/02/2025,4653.91752,1353427.589,0,0
19/02/2025,5350.8,1321128.042,0,0
20/02/2025,5171.4,1372641.815,0,0
21/02/2025,4422.3652,1637012.054,0,0
22/02/2025,8753.2296,2827657.556,0,0
23/02/2025,6995.56,2806271.784,0,0
24/02/2025,3539.52,1662884.137,0,0
25/02/2025,1470.568,1451311.615,0,0
26/02/2025,4235.71,1412556.093,0,0
27/02/2025,5033.8944,1210267.342,0,0
28/02/2025,6467.2564,1706346.847,0,0
01/03/2025,6828.8656,2985460.798,0,0
02/03/2025,7473.12,3004635.601,0,0
03/03/2025,7407.94,2093442.902,0,0
04/03/2025,7683.7248,1770884.858,0,0
05/03/2025,3964.924,1004587.729,0,0
06/03/2025,2867.9112,1028639.618,0,0
07/03/2025,1494,938502.1473,0,0
08/03/2025,7750.2,1854814.666,0,0
09/03/2025,5495.2968,2229287.363,0,0
10/03/2025,4693.0128,1380668.045,0,0
11/03/2025,2750.71,1074689.475,0,0
12/03/2025,5761,1177401.177,0,0
13/03/2025,1992.4,1222925.555,0,0
14/03/2025,3756,1044996.028,0,0
15/03/2025,8951.94,2213191.534,0,0
16/03/2025,8831.1872,2524554.596,0,0
17/03/2025,5453.6384,1722591.622,0,0
18/03/2025,2118.8496,1337778.097,0,0
19/03/2025,4197.9352,882272.9984,0,0
20/03/2025,4735.152,810878.1022,0,0
21/03/2025,2737.152,1170272.131,0,0
22/03/2025,8493.792,1890388.214,0,0
23/03/2025,8118.31,2261939.769,0,0
24/03/2025,1796.21,1231280.867,0,0
25/03/2025,4974,1112323.444,0,0
26/03/2025,5045.74,837362.9885,0,0
27/03/2025,3040.94,884685.3984,0,0
28/03/2025,3806.2052,1104081.121,0,0
29/03/2025,10079.79,1914683.569,0,0
30/03/2025,4536.5,1669931.535,0,0
31/03/2025,3147.36,1082426.76,0,0
01/04/2025,2729.6,902290.992,0,0
02/04/2025,5320.92,1089664.08,0,0
03/04/2025,2141.7336,987445.3838,0,0
04/04/2025,2780.21,942206.9584,0,0
05/04/2025,6462,1885547.462,0,0
06/04/2025,6560.66,1769419.644,0,0
07/04/2025,3016.552,1049803.575,0,0
08/04/2025,7472.5528,1034266.517,0,0
09/04/2025,5982.624,1085596.42,0,0
10/04/2025,5594.45,982541.2686,0,0
11/04/2025,4029.3236,1183376.363,0,0
12/04/2025,4986.45,1788739.134,0,0
13/04/2025,6955.942,2099583.652,0,0
14/04/2025,2306.92,1316412.83,0,0
15/04/2025,6326.6008,1418921.893,0,0
16/04/2025,6526.89,1214541.984,0,0
17/04/2025,7638.912,1164197.998,0,0
18/04/2025,6550.2588,2676380.482,0,0
19/04/2025,6550.1952,3133830.763,0,0
20/04/2025,5021.68,930858.6948,0,0
21/04/2025,14507.0976,3780822.165,0,0
22/04/2025,6862.016,1732715.107,0,0
23/04/2025,3647.67,1683656.734,0,0
24/04/2025,6562.512,1134144.855,0,0
25/04/2025,4782.4084,1102994.823,0,0
26/04/2025,4210.56,2306779.971,0,0
27/04/2025,4281.06,2045558.874,0,0
28/04/2025,6558.2208,1163428.46,0,0
29/04/2025,7088.97,1096481.278,0,0
30/04/2025,5652.64,938123.0825,0,0
01/05/2025,4301.1,777843.6296,0,0
02/05/2025,6095.8832,909657.5267,0,0
03/05/2025,9303.5,1698892.123,0,0
04/05/2025,6415.5648,2201038.871,0,0
05/05/2025,12791.5,3146846.607,0,0
06/05/2025,6161.04,1337370.766,0,0
07/05/2025,11891.3788,1401906.962,0,0
08/05/2025,5983.1816,726606.934,0,0
09/05/2025,1942.65,805799.1222,0,0
10/05/2025,3799.68,1427621.096,0,0
11/05/2025,4418.57,1367584.144,0,0
12/05/2025,2835.486,867684.438,0,0
13/05/2025,3039.5,741798.6354,0,0
14/05/2025,537.93,805380.3068,0,0
15/05/2025,4078,700396.5436,0,0
16/05/2025,2167.26,785652.9806,0,0
17/05/2025,4902.5996,1575052.628,0,0
18/05/2025,3154.3072,1522872.883,0,0
19/05/2025,3791.31,992645.7059,0,0
20/05/2025,3418.146,783852.7249,0,0
21/05/2025,4812.2312,892796.7192,0,0
22/05/2025,4445.66,1005716.309,0,0
23/05/2025,3544.86,1097734.373,0,0
24/05/2025,3988.2192,2041642.536,0,0
25/05/2025,5030.95488,1870447.675,0,0
26/05/2025,8419.797,3023881.865,0,0
27/05/2025,4530.91,1360702.538,0,0
28/05/2025,1360.8,1233877.231,0,0
29/05/2025,10724.5,1062713.882,0,0
30/05/2025,5336.0448,1307757.11,0,0
31/05/2025,4652.6838,1889522.957,0,0
01/06/2025,6854.38,2514871.892,0,0
02/06/2025,4737.2,1404772.567,0,0
03/06/2025,8878.08,1206025.368,0,0
04/06/2025,7176.8592,1034693.456,0,0
05/06/2025,2527.8,1026128.879,0,0
06/06/2025,3757.0944,1057349.902,0,0
07/06/2025,7685.76,2426962.28,0,0
08/06/2025,10314.62,2649777.446,0,0
09/06/2025,4191.95,1558437.664,0,0
10/06/2025,7521.12,1359205.124,0,0
11/06/2025,3194.72,1122647.729,0,0
12/06/2025,4940.4,870479.282,0,0
13/06/2025,4390.5408,1075605.129,0,0
14/06/2025,5237.68,2349298.05,0,0
15/06/2025,6310.35,1982147.118,0,0
16/06/2025,4681.2,1456094.205,0,0
17/06/2025,4557.6,1229427.956,0,0
18/06/2025,3921.64,798851.1311,0,0
19/06/2025,6554.0936,708915.6844,0,0
20/06/2025,2396.1872,818279.419,0,0
21/06/2025,8126.04,1278527.528,0,0
22/06/2025,6190.26,1790548.716,0,0
23/06/2025,5591.3472,1283490.356,0,0
24/06/2025,3049.5,1242135.912,0,0
25/06/2025,4683.42,759772.5518,0,0
26/06/2025,5666.5008,911520.3359,0,0
27/06/2025,5402.1932,854254.8435,0,0
28/06/2025,6923.46,1694395.615,0,0
29/06/2025,6513.6736,1640584.151,0,0
30/06/2025,5918,977925.3644,0,0
01/07/2025,8018.3608,846721.2906,151.0782,0
02/07/2025,3284.34,1084191.27,238.7232,0
03/07/2025,5101.338,1042833.587,183.6431,0
04/07/2025,4360.2768,994214.66,361.2294,0
05/07/2025,14357.6832,1843698.032,692.5392,0
06/07/2025,7938.2228,2160566.756,875.7767,0
07/07/2025,8551.9728,1360977.062,637.2036,0
08/07/2025,10976.368,1132150.137,677.9475,0
09/07/2025,6957.95,1035639.198,737.9136,0
10/07/2025,3964.74,855084.876,494.0998,0
11/07/2025,5878.4,874927.7464,561.1728,0
12/07/2025,8979.1268,1508509.786,590.5722,0
13/07/2025,11234.7136,1557295.31,704.613,0
14/07/2025,8448,1451308.175,812.5776,0
15/07/2025,10013.064,1264757.794,657.0742,0
16/07/2025,9434.832,1023051.967,791.6146,0
17/07/2025,6114.626,1045001.595,795.0962,0
18/07/2025,8240.1,990920.0245,798.864,0
19/07/2025,13274.352,1957552.134,1063.2776,0
20/07/2025,11235.0744,2198381.691,1109.5308,0
21/07/2025,8944.552,1644221.171,846.4974,0
22/07/2025,6963.7984,1250120.221,816.845,0
23/07/2025,2770.35,1047387.331,692.448,0
24/07/2025,12197.7648,1278834.187,693.285,0
25/07/2025,5501.094,1269904.444,571.9275,0
26/07/2025,10375.4592,2180857.057,637.665,0
27/07/2025,10390.464,2350091.328,959.145,0
28/07/2025,9951.89,1461227.435,783.4224,0
29/07/2025,7674.48,1571856.231,582.7658,0
30/07/2025,15465.936,1084811.254,592.353,0
31/07/2025,7736.256,1114459.43,793.21,0
01/08/2025,6781.8744,1120560.638,768.3932,0
02/08/2025,10097.28,1923440.88,628.5654,0
03/08/2025,10595.8908,2269557.217,700.7839,0
04/08/2025,5478,1669475.693,735.0988,0
05/08/2025,8394.4296,1444379.071,841.6002,0
06/08/2025,10312.7984,1146152.866,660.1644,0
07/08/2025,9054.36,1522423.556,766.6057,0
08/08/2025,13573.196,1368672.68,604.0858,0
09/08/2025,9332.592,2030761.234,837.8265,0
10/08/2025,11365.83,1934126.249,984.4786,0
11/08/2025,16582.566,1417918.617,774.8428,0
12/08/2025,6552.16,1160689.014,977.4226,0
13/08/2025,11913.93,1252168.144,932.9056,0
14/08/2025,10771.56,1289383.316,865.891,0
15/08/2025,9317,1323607.27,800.176,0
16/08/2025,13660.8,2339360.452,1131.8069,0
17/08/2025,13047.28,2455163.397,1174.35,0
18/08/2025,5358.04,1452380.614,1042.2082,0
19/08/2025,12386.6012,1669985.833,1197.3236,0
20/08/2025,6916.79,1250020.813,988.7334,0
21/08/2025,7232.9472,1315004,1031.688,0
22/08/2025,12084.66,1713305.82,913.7875,0
23/08/2025,12373.9352,3102033.008,1136.0942,0
24/08/2025,20450.3964,2617580.113,1260.8508,0
25/08/2025,23796.592,3639694.126,1113.17,0
26/08/2025,21355.49,1985569.604,968.3127,0
27/08/2025,12849.26,2575544.985,996.816,0
28/08/2025,11172.6448,1355698.684,1054.7599,0
29/08/2025,12706.4,1299800.329,1036.432,0
30/08/2025,20490.988,2611160.053,1028.3825,0
31/08/2025,10593.1464,2712213.704,945.3329,0
01/09/2025,11586.096,2335517.009,913.4678,0
02/09/2025,19242.5337,2096530.968,818.8194,0
03/09/2025,8522.774,1067293.583,914.4837,0
04/09/2025,9332.24,1044508.004,771.7389,0
05/09/2025,8984.7,1011658.804,940.0468,0
06/09/2025,8031.5664,2192527.846,1074.204,0
07/09/2025,22802.9568,2426834.002,1579.932,0
08/09/2025,4252.16,1269821.641,853.1974,0
09/09/2025,9843.54,1216760.334,1043.845,0
10/09/2025,2662.71,1317641.312,850.0294,0
11/09/2025,8399.482,1177944.839,716.092,0
12/09/2025,7657.32,1162409.646,521.5872,0
13/09/2025,11245.64,2769887.145,640.584,0
14/09/2025,10977.85,2590655.265,694.3062,0
15/09/2025,11582.2476,1557957.002,400.729,0
16/09/2025,7754.34,1157228.273,427.3152,0
17/09/2025,16613.112,1518525.549,619.4496,0
18/09/2025,16543.72,1589633.154,723.765,0
19/09/2025,13373.9408,1289042.431,513.2011,0
20/09/2025,13244.894,2826192.439,994.014,0
21/09/2025,16281.9004,3411592.174,1144.27,0
22/09/2025,15013.7856,1892471.751,736.02,0
23/09/2025,11985.0948,1565616.861,760.95,0
24/09/2025,12832.44,1339003.9,709.0986,0
25/09/2025,9834.496,1657553.862,703.8384,0
26/09/2025,12268.5816,1626274.866,599.5791,0
27/09/2025,13822.28,3681289.489,852.5827,0
28/09/2025,13422.72,4229497.314,1005.5249,0
29/09/2025,20232.057,2609233.759,715.1936,0
30/09/2025,12843.116,2170339.311,771.1149,0
01/10/2025,7512.394,1506293.015,780.9762,0
02/10/2025,6316.536,1239671.05,809.667,0
03/10/2025,8298.62,1361432.506,919.2768,0
04/10/2025,5876.64,3143160.011,1162.4104,0
05/10/2025,14218.344,3697876.273,1445.7888,0
06/10/2025,9965.0232,2093116.61,869.8896,0
07/10/2025,5337.5,1850374.045,748.008,0
08/10/2025,13334.4,1224302.981,607.2387,0
09/10/2025,14238.6744,1202727.667,726.2356,0
10/10/2025,10539.27,1514937.899,820.61,0
11/10/2025,19069.1584,3101523.823,860.0119,0
12/10/2025,22367.5092,2940510.35,1017.4445,0
13/10/2025,15279.652,2089870.481,671.3012,0
14/10/2025,10233.216,1557874.191,770.095,0
15/10/2025,16848.128,1268161.68,638.3328,0
16/10/2025,15720.88,1394973.243,656.5947,0
17/10/2025,16336.6636,1375123.65,752.49,0
18/10/2025,20583.5256,3065268.674,969.3017,0
19/10/2025,13908.72,3550347.466,1085.5824,0
20/10/2025,11789.0784,2104719.927,710.604,0
21/10/2025,14485.874,1989587.47,636.0173,0
22/10/2025,14247.144,1308267.502,554.708,0
23/10/2025,7215.768,1370274.489,800.1444,0
24/10/2025,15633.408,1322844.643,847.3878,0
25/10/2025,16341.3648,2599909.698,1221.0345,0
26/10/2025,27703.921,3255227.446,1566.4663,0
27/10/2025,19577.7792,2231760.666,997.524,0
28/10/2025,20122.3108,2010961.191,961.58,0
29/10/2025,9089.1396,1460182.286,714.1344,0
30/10/2025,7184.0392,1350331.134,698.9135,0
31/10/2025,5855.124,1429031.751,593.3475,0
01/11/2025,12304.682,2847457.433,910.08,0
02/11/2025,14088.6,3394814.602,912.5288,0
03/11/2025,16557.1,2067764.707,712.1187,0
04/11/2025,15728.3,1644051.747,644.684,0
05/11/2025,11010.622,1411899.199,917.6544,0
06/11/2025,14135.1744,1370110.731,735.608,0
07/11/2025,9366.06,1386025.178,841.441,0
08/11/2025,15660.93,3184662.332,1174.0948,0
09/11/2025,14542.72,3120223.575,1173.1991,0
10/11/2025,16470.5376,2032238.447,898.9925,0
11/11/2025,6821.02,1622073.848,767.4462,0
12/11/2025,6588,1348351.703,722.448,0
13/11/2025,10153.87992,1298534.555,753.5572,0
14/11/2025,12440.35,1432917.532,750.9984,0
15/11/2025,14887.0088,2529080.912,836.8715,0
16/11/2025,22552.6422,2975652.035,1071.1386,0
17/11/2025,24557.6152,1808816.812,752.2515,0
18/11/2025,10893.4,1225535.025,723.3718,0
19/11/2025,8856.603,1219912.16,700.2002,0
20/11/2025,11762.9392,1123851.448,653.5158,0
21/11/2025,14999.8272,1113765.256,723.692,0
22/11/2025,14571.362,2384038.775,1238.2944,0
23/11/2025,17813.416,2701025.222,1028.2331,0
24/11/2025,9177.6,1460315.907,636.957,0
25/11/2025,11707.3664,1127026.733,522.732,0
26/11/2025,7853.5725,1085188.187,911.81,0
27/11/2025,3306.8,1119913.205,1045.416,0
28/11/2025,17485.3024,1787808.285,1186.6005,0
29/11/2025,21387.496,2561071.12,1634.0064,0
30/11/2025,14104.916,2676067.808,1494.549,0
01/12/2025,18168.9856,1678777.313,1181.8228,0
02/12/2025,4610.7432,887796.9536,1116.8093,0
03/12/2025,23187.3744,1838591.131,997.6284,0
04/12/2025,14699.334,1658023.308,979.5149,0
05/12/2025,8738.14,570941.343,671.72,0
06/12/2025,5695,838508.3474,505.145,0
07/12/2025,4674.56,831166.4036,581.93,0
08/12/2025,7039.0828,631775.7792,320.1909,0
09/12/2025,3382.6,489900.3132,311.7331,0
10/12/2025,12003.0464,426480.039,272.0578,0
11/12/2025,7382.31,434265.6599,292.9134,0
12/12/2025,3978.54,442363.803,233.6491,0
13/12/2025,4074.46,760566.771,258.8863,0
14/12/2025,6249.45,762650.6316,308.68,0
15/12/2025,9324.9288,437525.7114,217.206,0
16/12/2025,4286.08,458540.866,244.5256,0
17/12/2025,2605.76,353693.8515,264.9278,0
18/12/2025,4494.66,373674.492,217.845,0
19/12/2025,2404.71,322754.4597,246.3377,0
20/12/2025,10971,595658.8368,303.669,0
21/12/2025,6144.792,499959.7366,378.708,0
22/12/2025,6512.22,1099669.243,389.7474,0
23/12/2025,6268.65,374625.666,408.744,0
24/12/2025,3243,289734.608,737.155,0
25/12/2025,3926.16,293680.894,1444.5591,0
26/12/2025,25833.78,3699959.584,2437.415,0
27/12/2025,26614.8608,4321724.32,1990.2915,0
28/12/2025,16769.14,3703176.724,1845.4009,0
29/12/2025,19762.3016,4720042.041,2208.5958,0
30/12/2025,15411.3023,3571804.514,2252.9144,0
31/12/2025,24307.9518,2401330.724,2236.0185,0
01/01/2026,17249.4784,2594987.671,2622.9873,0
02/01/2026,29933.5296,3436542.791,2881.725,0
03/01/2026,23158.2912,5013115.807,3210.455,0
04/01/2026,35731.4016,4289457.501,3280.525,0
05/01/2026,21162.2656,2222808.99,2619.3364,0
06/01/2026,13342.56,2312780.352,2950.8624,0
07/01/2026,12283.8864,1950302.059,2550.218,0
08/01/2026,11960.32,1302907.305,2233.0424,0
09/01/2026,22754.0016,1689528.747,2366.1825,0
10/01/2026,34923.24,3746573.358,2541.8155,0
11/01/2026,27602.7776,4328156.593,3031.5893,0
12/01/2026,15219.96,2394262.811,2445.795,0
13/01/2026,17460.3008,2030872.189,1984.0944,0
14/01/2026,19472.2416,2100195.462,2066.9154,0
15/01/2026,11219.5944,1200653.891,1532.2766,0
16/01/2026,8264.3696,1389627.807,1698.3414,0
17/01/2026,28405.39008,3018485.401,2347.7297,0
18/01/2026,18600.216,2959802.431,3118.9235,0
19/01/2026,15055.132,1683868.926,1546.425,0
20/01/2026,16072.8056,1494437.696,1351.0041,0
21/01/2026,15506.4416,1354028.592,1459.629,0
22/01/2026,11483.64,1075662.383,1356.0053,0
23/01/2026,10131.5808,1117823.422,1063.3186,0
24/01/2026,12972.272,2610508.651,1660.7424,0
25/01/2026,16679.7856,2547907.519,1592.616,0
26/01/2026,14295.6,1440628.528,1025.2501,0
27/01/2026,12670.94,1340870.541,925.7132,0
28/01/2026,6441.6,1248623.983,920.4356,0
29/01/2026,8509.41,1143609.993,1014.1236,0
30/01/2026,8933.6192,1290111.624,936.837,0
31/01/2026,16908.64,2895024.974,1248.75,0
01/02/2026,16949.46,2439372.868,1241.4057,0
02/02/2026,10026.6,1480202.619,911.8395,0
03/02/2026,9767.26,1369752.576,992.752,0
04/02/2026,19739.72,1484881.018,1171.6128,0
05/02/2026,9872.85,927987.6736,1348.49,0
